"","Finished","Progress","Consent_statement","Work_from_home_Freq_19","Work_from_home_Freq_20","Weekly_Working_hrs_19","Weekly_Working_hrs_20","Traditional work hours_19  (9-5, Mon - Fri)","Early mornings_19  (5am - 9am)","Early evenings_19  (5pm - 9pm)","Late evenings_19  (5pm - midnight)","Overnight_19 (midnight - 5am)","Traditional work hours_20  (9-5, Mon - Fri)","Early mornings_20  (5am - 9am)","Early evenings_20  (5pm - 9pm)","Late evenings_20 (5pm - midnight)","Overnight_20 (midnight - 5am)","Work_schedule_stability_19","Work_schedule_stability_20","Comfortable_lifestyle_19","Lonely_lifestyle_19","Active_lifestyle_19","Connected_lifestyle_19","Peaceful_lifestyle_19","Chaotic_lifestyle_19","Comfortable_lifestyle_20","Lonely_lifestyle_20","Active_lifestyle_20","Connected_lifestyle_20","Peaceful_lifestyle_20","Chaotic_lifestyle_20","Mental_health_19","Mental_health_20","Expected_Income_2021","Income_2020","Income_2019","Age_Group","Adult_count","Children_count","Postcode_range","Year_of_record","Month_of_record"
"842","Yes",100,"Agreed","Never","Never","40+ hours ","20-30 hours",1,1,0,0,0,0,0,1,0,0,"No changes","Some small changes",0,0,0,0,0,0,0,0,0,1,0,0,"Good","Good",171436.880000385,152722.967041648,139707.236904175,"(24,45]","3","1","(3050,3150]",2021,"January"
"843","Yes",100,"Agreed","Always","Never","40+ hours ","40+ hours",1,0,0,0,0,1,0,1,1,0,"No changes","Unpredictable",1,0,1,1,0,0,0,0,0,1,0,1,"Significant challenges","Good",184735.606812528,187924.675922396,165691.163487283,"(24,45]","1","0","(3150,3250]",2021,"January"
"844","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,0,0,0,1,1,0,1,"Significant challenges","Some challenges",163492.23144681,2078.22358313659,150490.472989674,"(24,45]","2","2","(3000,3050]",2021,"January"
"845","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,1,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,0,0,0,0,0,0,0,1,"Good","Some challenges",-786.064257786998,-217.655225699097,67155.9066231076,"(45,55]","2","0","(3050,3150]",2021,"January"
"846","Yes",100,"Agreed","Always","Always","40+ hours ","10-20 hours",1,0,0,0,0,0,0,1,1,0,"Some small changes","Some small changes",0,0,1,1,0,0,1,0,0,0,0,0,"Significant challenges","Some challenges",101188.910714573,104782.550833833,95178.9387937024,"(45,55]","2","2","(3150,3250]",2021,"January"
"847","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,1,0,1,NA,NA,NA,NA,NA,"No changes",NA,1,0,0,1,0,0,1,0,0,0,1,1,"Good","Good",171701.691134816,-2035.38010695339,150041.058575313,"(24,45]","1","1","(3150,3250]",2021,"January"
"848","Yes",100,"Agreed","Never","Always","40+ hours ","30-40 hours",0,0,0,0,0,0,0,0,1,0,"No changes","Varying",1,0,1,1,0,0,0,0,0,0,0,0,"Significant challenges","Good",70739.5164299608,72757.0132994585,60138.1994879247,"(45,55]","1","0","(3000,3050]",2021,"January"
"849","Yes",100,"Agreed","Never","Sometimes","Didn't work","40+ hours",1,0,1,0,0,0,0,0,1,0,"No changes","Some small changes",1,0,1,1,0,0,0,0,0,1,0,1,"Significant challenges","Some challenges",180628.167983978,175901.05288184,164032.956440044,"(45,55]","2","2","(3000,3050]",2021,"January"
"850","Yes",100,"Agreed","Sometimes","Didn't work","40+ hours ","Didn't work",1,0,1,0,0,0,0,0,1,0,"No changes","Unpredictable",1,0,0,0,0,0,1,0,0,1,0,0,"Some challenges","Good",-17.6765914015099,175265.705688861,154947.626936403,"(45,55]","1","0","(3050,3150]",2021,"January"
"851","Yes",100,"Agreed","Never","Always","40+ hours ","less than 10 hours",1,0,0,1,0,0,0,0,1,1,"No changes","Varying",0,0,1,0,0,1,0,0,0,0,1,0,"Significant challenges","Some challenges",177537.587519986,156313.80580524,146900.643345545,"(55,80]","2","2","(3150,3250]",2021,"January"
"852","Yes",100,"Agreed","Never","Always","40+ hours ","10-20 hours",1,0,0,1,0,0,0,1,1,0,"No changes","Varying",0,0,0,0,0,1,1,0,0,1,0,0,"Some challenges","Good",83132.5701741758,92885.1646285794,76726.6626336905,"(45,55]","3","1","(3150,3250]",2021,"January"
"853","Yes",100,"Agreed","About half the time","Didn't work","less than 10 hours  ","Didn't work",1,0,1,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,1,0,0,0,0,0,0,0,0,1,0,1,"Good","Some challenges",173307.797698213,61.4850781907864,164648.029383089,"(45,55]","2","0","(3000,3050]",2021,"January"
"854","Yes",100,"Agreed","Never","Always","Didn't work","Didn't work",1,0,0,0,0,0,0,0,0,0,"No changes","Unpredictable",0,1,1,0,0,0,0,0,0,1,0,1,"Significant challenges","Good",245255.003269001,234624.36416367,219911.076360185,"(55,80]","3","2","(3150,3250]",2021,"January"
"855","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,1,NA,NA,NA,NA,NA,"Some small changes",NA,0,0,1,0,0,0,0,0,0,0,0,0,"Good","Good",87093.6466406388,2583.49266831729,51164.3888566516,"(55,80]","1","2","(3000,3050]",2021,"January"
"856","Yes",100,"Agreed","Never","Never","40+ hours ","40+ hours",1,0,0,1,0,1,0,0,1,0,"No changes","Unpredictable",1,1,1,0,0,1,0,0,0,1,0,0,"Good","Some challenges",119129.148397761,111338.047781552,88843.3859979072,"(24,45]","1","0","(3050,3150]",2021,"January"
"857","Yes",100,"Agreed","Most of the time","Always","10-20 hours  ","less than 10 hours",1,0,0,0,0,1,0,0,1,0,"No changes","Varying",0,0,1,1,1,1,0,0,0,1,0,1,"Good","Good",197257.230152112,187950.913127784,169699.729183289,"(45,55]","2","More than 2","(3000,3050]",2021,"January"
"858","Yes",100,"Agreed","Never","Didn't work","10-20 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,1,0,0,1,0,0,0,1,1,"Good","Good",91543.6396733593,1474.93068544774,78044.2626284248,"(24,45]","1","1","(3050,3150]",2021,"January"
"859","Yes",100,"Agreed","Never","Didn't work","Didn't work","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,0,0,0,0,0,0,1,1,0,1,0,0,"Some challenges","Significant challenges",191892.90341274,-2799.21043104293,183392.41275276,"(24,45]","2","0","(3050,3150]",2021,"January"
"860","Yes",100,"Agreed","Never","Didn't work","Didn't work","Didn't work",1,0,1,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,1,0,0,0,0,0,1,0,0,0,1,1,"Good","Some challenges",66354.7729914913,1046.21460864364,48120.2651014874,"(45,55]","1","2","(3150,3250]",2021,"January"
"861","Yes",100,"Agreed","Always","Always","40+ hours ","Didn't work",1,0,1,0,0,0,0,1,1,0,"Varying","Varying",0,0,0,1,0,0,1,0,0,1,1,0,"Good","Good",124522.65726613,133230.188276762,116891.342291001,"(24,45]","1","2","(3150,3250]",2021,"January"
"862","Yes",100,"Agreed","Never","Always","less than 10 hours  ","Didn't work",1,0,0,1,0,0,0,1,0,0,"Some small changes","Some small changes",0,0,1,0,0,0,0,0,0,1,0,0,"Good","Significant challenges",158982.954386129,158421.571280557,145046.786420569,"(24,45]","1","1","(3150,3250]",2021,"January"
"863","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,1,NA,NA,NA,NA,NA,"Varying",NA,1,0,1,0,0,1,0,0,0,1,0,1,"Significant challenges","Significant challenges",190204.684194308,962.818280920712,173334.115651223,"(55,80]","2","1","(3150,3250]",2021,"January"
"864","Yes",100,"Agreed","About half the time","Never","Didn't work","10-20 hours",1,0,0,0,0,1,0,0,1,0,"No changes","No changes",0,0,1,0,0,0,1,0,0,0,0,0,"Good","Good",95450.9911912971,78017.5799829042,67958.6278675524,"(24,45]","More than 3","0","(3150,3250]",2021,"January"
"865","Yes",100,"Agreed","Never","Didn't work","Didn't work","Didn't work",1,0,0,0,1,NA,NA,NA,NA,NA,"No changes",NA,1,0,0,0,0,1,1,1,0,1,0,0,"Good","Good",57112.2957646477,695.766188801753,38559.751929857,"(24,45]","3","1","(3150,3250]",2021,"January"
"866","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,1,NA,NA,NA,NA,NA,"Varying",NA,0,0,0,0,0,0,0,0,0,1,0,0,"Good","Good",136522.198984941,-1272.609545655,117008.666632987,"(24,45]","2","1","(3000,3050]",2021,"January"
"867","Yes",100,"Agreed","Always","Always","40+ hours ","30-40 hours",0,0,0,0,1,0,0,0,1,0,"No changes","Some small changes",0,0,1,0,0,1,1,0,0,0,0,0,"Good","Good",115946.841043429,116656.512373706,101224.94313479,"(45,55]","3","0","(3150,3250]",2021,"January"
"868","Yes",100,"Agreed","Didn't work","Always","40+ hours ","10-20 hours",1,0,1,0,1,0,0,0,1,0,"No changes","No changes",1,0,1,0,1,0,1,0,0,0,1,0,"Significant challenges","Some challenges",98093.1992963826,99773.8073827675,97698.2347345736,"(45,55]","1","2","(3000,3050]",2021,"January"
"869","Yes",100,"Agreed","Most of the time","Always","10-20 hours  ","20-30 hours",1,0,1,0,1,0,0,1,1,0,"Some small changes","No changes",1,0,1,0,0,0,0,0,0,0,0,1,"Good","Good",95365.5880492953,103392.75426091,73479.5116122467,"(24,45]","1","1","(3050,3150]",2021,"January"
"870","Yes",100,"Agreed","Sometimes","Always","Didn't work","40+ hours",1,0,0,0,1,0,0,1,0,0,"No changes","Some small changes",0,0,1,0,1,1,1,0,0,1,0,1,"Good","Some challenges",73860.3776101086,76855.4737165757,64585.94738649,"(24,45]","1","0","(3050,3150]",2021,"January"
"871","Yes",100,"Agreed","Always","Never","40+ hours ","Didn't work",0,0,0,0,0,0,0,0,0,1,"Some small changes","Some small changes",1,0,1,0,1,0,1,0,0,1,0,1,"Some challenges","Significant challenges",196984.170320488,198699.671207641,184872.200042071,"(45,55]","2","0","(3000,3050]",2021,"January"
"872","Yes",100,"Agreed","Never","Didn't work","Didn't work","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,0,0,1,0,0,0,0,1,0,"Some challenges","Good",69121.8725770095,1328.51331303034,52129.718068489,"(45,55]","3","0","(3050,3150]",2021,"January"
"873","Yes",100,"Agreed","Never","Didn't work","40+ hours ","10-20 hours",1,0,0,0,0,0,0,1,1,0,"Some small changes","Varying",1,0,1,0,1,1,0,0,0,0,0,0,"Good","Significant challenges",184060.865205299,185602.903957099,170451.42229896,"(45,55]","1","2","(3000,3050]",2021,"January"
"874","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,0,0,0,1,0,1,1,1,"No changes","Unpredictable",1,0,1,1,0,0,0,0,0,0,0,1,"Good","Some challenges",-2787.6440286222,233228.115789254,224633.969434979,"(55,80]","2","1","(3000,3050]",2021,"January"
"875","Yes",100,"Agreed","Always","Always","Didn't work","Didn't work",0,0,1,0,0,0,0,0,1,1,"Unpredictable","Unpredictable",0,0,1,0,0,0,0,0,0,0,0,0,"Good","Good",103232.579111893,94830.3816809725,86352.3149139158,"(45,55]","3","0","(3150,3250]",2021,"January"
"876","Yes",100,"Agreed","Sometimes","Always","10-20 hours  ","Didn't work",1,0,0,0,0,0,0,0,0,0,"Unpredictable","Varying",1,0,0,0,0,0,0,0,0,1,1,0,"Some challenges","Good",203974.786904778,188849.629481379,173400.843106788,"(55,80]","2","0","(3050,3150]",2021,"January"
"877","Yes",100,"Agreed","Never","Sometimes","40+ hours ","Didn't work",1,0,1,1,0,1,0,1,0,1,"Some small changes","Some small changes",0,0,1,0,1,0,1,0,0,0,0,0,"Significant challenges","Good",90854.9217901002,96513.0400516523,67422.3247672475,"(55,80]","2","0","(3050,3150]",2021,"January"
"878","Yes",100,"Agreed","Always","Never","40+ hours ","Didn't work",1,1,1,1,0,1,0,0,1,0,"Some small changes","Unpredictable",0,0,0,0,0,1,0,0,1,0,1,1,"Good","Good",79132.6169865317,91863.8481014219,72510.3553601342,"(55,80]","1","0","(3050,3150]",2021,"January"
"879","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",0,0,0,1,1,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,0,0,0,1,1,0,0,"Good","Significant challenges",76778.4273795667,4089.05473937033,53019.0231403444,"(55,80]","1","1","(3150,3250]",2021,"January"
"880","Yes",100,"Agreed","Never","Always","20-30 hours  ","30-40 hours",1,0,0,0,0,0,0,0,1,1,"Unpredictable","Varying",0,0,1,0,1,0,0,0,0,1,1,0,"Significant challenges","Good",144918.972981997,148899.157326876,128076.662525311,"(24,45]","3","0","(3050,3150]",2021,"January"
"881","Yes",100,"Agreed","Never","Always","30-40 hours  ","Didn't work",1,0,1,0,0,1,0,0,0,1,"Some small changes","Some small changes",0,0,0,0,0,0,1,0,0,0,0,0,"Significant challenges","Significant challenges",133378.476951098,131748.089275685,122709.033610847,"(45,55]","1","More than 2","(3050,3150]",2021,"January"
"882","Yes",100,"Agreed","Never","Sometimes","40+ hours ","Didn't work",1,0,0,1,0,0,1,0,1,0,"No changes","No changes",0,0,1,1,0,0,0,0,0,0,0,0,"Good","Significant challenges",496.2773441027,138129.295384799,122679.657450529,"(24,45]","2","1","(3150,3250]",2021,"January"
"883","Yes",100,"Agreed","Sometimes","Always","10-20 hours  ","Didn't work",1,0,1,0,0,0,0,0,1,0,"No changes","Unpredictable",1,0,0,0,0,0,0,0,0,1,0,0,"Some challenges","Some challenges",98705.1673355899,93786.5217245939,86571.6799214908,"(55,80]","1","1","(3150,3250]",2021,"January"
"884","Yes",100,"Agreed","Sometimes","Always","40+ hours ","40+ hours",1,0,0,0,1,0,0,0,1,0,"No changes","Varying",1,0,1,0,0,0,1,0,0,1,0,0,"Good","Some challenges",82311.846609774,87054.4544263971,70142.6603541198,"(55,80]","2","1","(3000,3050]",2021,"January"
"885","Yes",100,"Agreed","Always","Never","40+ hours ","40+ hours",1,0,1,0,0,1,0,0,0,0,"No changes","Varying",1,0,0,0,0,0,0,0,0,1,0,0,"Some challenges","Good",122090.298232203,117184.713629331,104878.699838573,"(24,45]","1","1","(3050,3150]",2021,"January"
"886","Yes",100,"Agreed","Never","Always","less than 10 hours  ","Didn't work",1,0,1,0,0,0,0,1,0,0,"No changes","Unpredictable",1,0,1,0,1,1,1,0,0,1,0,0,"Good","Some challenges",174558.665303389,174933.357438736,161799.583870011,"(24,45]","1","1","(3150,3250]",2021,"January"
"887","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,0,0,1,0,1,0,0,1,0,"Varying","Unpredictable",1,0,1,1,0,1,0,0,0,0,0,0,"Good","Some challenges",93687.1570263077,88204.9392447922,71857.0298600464,"(24,45]","2","0","(3000,3050]",2021,"January"
"888","Yes",100,"Agreed","Never","Didn't work","30-40 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Varying",NA,0,0,0,0,0,0,0,0,0,0,1,0,"Good","Some challenges",129472.767207828,-3985.85443283506,112669.703744189,"(45,55]","2","1","(3150,3250]",2021,"January"
"889","Yes",100,"Agreed","Always","Always","40+ hours ","40+ hours",1,0,1,1,1,1,0,0,1,0,"Some small changes","Some small changes",0,0,1,1,0,0,1,0,0,1,0,1,"Good","Good",110627.155047448,119978.374128421,111119.974920993,"(24,45]","1","1","(3150,3250]",2021,"January"
"890","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,0,0,0,1,0,0,0,0,"Varying","Some small changes",0,0,1,0,0,1,1,0,1,0,0,1,"Some challenges","Significant challenges",153646.618258209,149793.456789109,123571.806272067,"(45,55]","1","2","(3000,3050]",2021,"January"
"891","Yes",100,"Agreed","Didn't work","Always","40+ hours ","30-40 hours",1,0,0,0,1,1,0,0,1,0,"Some small changes","No changes",1,0,1,0,0,0,1,0,0,1,1,1,"Significant challenges","Significant challenges",80719.4061324347,73817.3930442067,69391.5006165622,"(55,80]","2","2","(3000,3050]",2021,"January"
"892","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,1,NA,NA,NA,NA,NA,"Some small changes",NA,0,0,1,1,0,0,1,0,0,1,0,1,"Significant challenges","Good",172381.296917224,-1887.3409969532,151430.828638317,"(45,55]","3","1","(3050,3150]",2021,"January"
"893","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,0,0,0,0,0,0,1,0,"Some small changes","Unpredictable",1,0,1,1,0,0,1,0,0,1,0,0,"Good","Some challenges",-1746.95514389332,174468.030848003,161161.419742959,"(45,55]","1","0","(3050,3150]",2021,"January"
"894","Yes",100,"Agreed","Never","Didn't work","10-20 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Unpredictable",NA,0,0,1,0,1,0,1,1,1,0,1,1,"Some challenges","Some challenges",140328.22381187,-4202.8373477285,130346.57283073,"(45,55]","2","0","(3150,3250]",2021,"January"
"895","Yes",100,"Agreed","Always","Most of the time","30-40 hours  ","less than 10 hours",1,0,0,1,0,0,0,0,0,0,"Some small changes","Some small changes",1,0,0,1,1,0,1,0,0,0,0,0,"Good","Significant challenges",109563.69402383,104993.756077679,91454.9692968856,"(55,80]","3","More than 2","(3050,3150]",2021,"January"
"896","Yes",100,"Agreed","Always","Always","40+ hours ","40+ hours",1,0,0,1,0,0,0,0,1,0,"Some small changes","No changes",0,0,1,0,1,0,0,0,0,0,0,0,"Significant challenges","Good",62916.8358498568,76798.630693883,58622.9687778369,"(24,45]","3","2","(3000,3050]",2021,"January"
"897","Yes",100,"Agreed","Most of the time","Always","less than 10 hours  ","10-20 hours",1,0,1,0,1,1,0,0,1,0,"No changes","Unpredictable",1,0,0,1,1,0,1,0,0,0,1,0,"Good","Good",141366.618584547,145141.026095117,126871.28547455,"(45,55]","3","1","(3050,3150]",2021,"January"
"898","Yes",100,"Agreed","Never","Didn't work","30-40 hours  ","less than 10 hours",0,0,0,0,0,1,0,1,1,0,"No changes","Unpredictable",0,0,1,0,1,1,1,0,0,1,0,0,"Significant challenges","Significant challenges",111200.219514485,116014.097413356,95383.1413987561,"(45,55]","1","1","(3000,3050]",2021,"January"
"899","Yes",100,"Agreed","About half the time","Never","40+ hours ","20-30 hours",0,0,0,0,0,0,0,0,1,1,"No changes","Unpredictable",1,0,0,1,0,0,1,0,0,0,0,1,"Good","Significant challenges",232533.695560655,217906.46094552,204742.114935659,"(24,45]","2","2","(3050,3150]",2021,"January"
"900","Yes",100,"Agreed","Always","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,0,0,0,1,1,0,0,1,0,1,"Significant challenges","Good",216058.792526075,-1508.25646354748,210348.680441043,"(45,55]","2","0","(3000,3050]",2021,"January"
"901","Yes",100,"Agreed","Never","Sometimes","40+ hours ","40+ hours",1,0,0,0,0,1,0,1,1,0,"Varying","No changes",0,0,0,0,0,0,1,0,0,1,0,1,"Significant challenges","Good",52545.8710723942,64107.4396557641,43210.6687438087,"(24,45]","1","0","(3000,3050]",2021,"January"
"902","Yes",100,"Agreed","Never","Never","40+ hours ","Didn't work",1,0,0,0,0,1,0,0,1,0,"No changes","Varying",0,0,1,0,0,0,1,0,0,1,1,1,"Some challenges","Some challenges",194923.771989534,203944.077611321,180056.723136561,"(45,55]","1","2","(3150,3250]",2021,"January"
"903","Yes",100,"Agreed","Always","Didn't work","20-30 hours  ","Didn't work",1,0,0,0,0,0,0,0,0,0,"Some small changes","Unpredictable",0,0,0,0,0,0,0,0,0,0,0,1,"Good","Some challenges",134781.961358018,130020.333563222,120984.204091006,"(45,55]","2","1","(3050,3150]",2021,"January"
"904","Yes",100,"Agreed","Never","Most of the time","10-20 hours  ","40+ hours",1,0,1,0,1,0,1,0,1,0,"No changes","Varying",0,1,1,0,0,0,0,0,0,0,0,1,"Significant challenges","Good",76005.9987565747,73854.9310003827,66101.0976718463,"(55,80]","1","1","(3050,3150]",2021,"January"
"905","Yes",100,"Agreed","Never","Didn't work","Didn't work","Didn't work",1,0,0,1,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,0,1,0,0,1,1,1,1,0,0,"Good","Good",148153.296123902,-3825.12948536099,132391.386106061,"(24,45]","More than 3","0","(3000,3050]",2021,"January"
"906","Yes",100,"Agreed","Always","Always","40+ hours ","40+ hours",1,0,0,0,0,1,0,0,1,1,"No changes","Unpredictable",0,1,1,0,0,1,0,1,0,1,0,0,"Significant challenges","Significant challenges",147801.965209256,145817.690414537,132798.191861083,"(45,55]","1","1","(3050,3150]",2021,"January"
"907","Yes",100,"Agreed","Never","Always","less than 10 hours  ","40+ hours",1,0,0,1,0,1,0,0,0,0,"Varying","Unpredictable",0,0,0,1,0,0,1,0,0,1,0,0,"Significant challenges","Significant challenges",162913.982392692,167352.965846911,148255.066475521,"(24,45]","2","1","(3150,3250]",2021,"January"
"908","Yes",100,"Agreed","Most of the time","Didn't work","20-30 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Unpredictable",NA,0,0,0,1,0,0,0,0,0,1,0,0,"Good","Good",79808.0609190697,-1058.66623283062,67962.9209198176,"(45,55]","2","1","(3050,3150]",2021,"January"
"909","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,0,0,1,0,1,0,0,0,0,"No changes","No changes",0,1,1,0,0,0,0,0,1,1,0,1,"Good","Significant challenges",1781.1480546978,83432.9268590592,75746.9794104808,"(24,45]","More than 3","1","(3050,3150]",2021,"January"
"910","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Varying",NA,0,0,0,0,0,0,1,0,0,1,0,1,"Good","Some challenges",49894.5673426743,5930.61981723993,48409.4959993937,"(45,55]","3","1","(3150,3250]",2021,"January"
"911","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,1,1,1,0,0,0,0,1,0,"No changes","Unpredictable",0,0,1,0,0,0,1,0,0,1,0,0,"Significant challenges","Good",117135.949993777,120999.188449351,102152.167292274,"(24,45]","2","1","(3150,3250]",2021,"January"
"912","Yes",100,"Agreed","Sometimes","Always","40+ hours ","less than 10 hours",0,0,1,1,0,0,0,0,1,0,"Varying","Unpredictable",0,0,0,0,0,0,0,0,0,0,0,1,"Good","Some challenges",117831.890376206,113177.765972803,96091.2748548042,"(45,55]","3","1","(3150,3250]",2021,"January"
"913","Yes",100,"Agreed","About half the time","Didn't work","40+ hours ","less than 10 hours",1,0,0,0,1,1,0,1,1,0,"Some small changes","Some small changes",0,0,1,0,0,0,1,0,0,1,0,0,"Significant challenges","Some challenges",141351.983267064,132976.056229541,125711.162617649,"(55,80]","1","0","(3150,3250]",2021,"January"
"914","Yes",100,"Agreed","Always","Didn't work","40+ hours ","Didn't work",1,0,1,0,0,1,0,1,1,0,"No changes","Unpredictable",0,0,1,0,0,1,0,0,0,1,0,1,"Good","Significant challenges",203914.04841341,198308.037317299,175374.351217523,"(45,55]","3","1","(3050,3150]",2021,"January"
"915","Yes",100,"Agreed","About half the time","Didn't work","less than 10 hours  ","Didn't work",1,0,1,0,1,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,0,0,1,0,1,0,1,"Good","Some challenges",105127.505717484,-1207.29607967091,80670.1265334857,"(24,45]","1","0","(3050,3150]",2021,"January"
"916","Yes",100,"Agreed","Always","About half the time","40+ hours ","less than 10 hours",1,0,0,0,1,0,0,0,1,0,"No changes","Some small changes",0,0,0,1,0,0,0,0,0,0,0,0,"Significant challenges","Significant challenges",127923.382193275,133712.468278139,120868.300214056,"(55,80]","3","1","(3050,3150]",2021,"January"
"917","Yes",100,"Agreed","Never","Didn't work","Didn't work","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,1,0,1,1,0,0,1,0,1,"Good","Some challenges",85254.457819205,-1535.11400340838,68712.774123392,"(24,45]","1","0","(3150,3250]",2021,"January"
